Plot,Block,Species,CO2,N,Year,DBH,Height
5,b,P. taeda,Ambient,Unfertilized,1996,15.7,11.8
5,b,P. taeda,Ambient,Unfertilized,1996,18.6,12.5
5,b,P. taeda,Ambient,Unfertilized,1996,15.8,11.7
6,c,P. taeda,Ambient,Unfertilized,1996,16.9,12.6
6,c,P. taeda,Ambient,Unfertilized,1996,13.7,10.7
6,c,P. taeda,Ambient,Unfertilized,1996,13.2,10.5
6,c,P. taeda,Ambient,Unfertilized,1996,12.3,12
6,c,P. taeda,Ambient,Unfertilized,1996,14.5,11.8
6,c,P. taeda,Ambient,Unfertilized,1996,13.3,12.5
6,c,P. taeda,Ambient,Unfertilized,1996,12.9,12.6
6,c,P. taeda,Ambient,Unfertilized,1996,15.8,13.4
6,c,P. taeda,Ambient,Unfertilized,1996,14.6,11
6,c,P. taeda,Ambient,Unfertilized,1996,11.3,11.2
6,c,P. taeda,Ambient,Unfertilized,1996,8.1,9.4
6,c,P. taeda,Ambient,Unfertilized,1996,17.5,11.4
6,c,P. taeda,Ambient,Unfertilized,1996,18.2,13
1,a,P. taeda,Ambient,Unfertilized,2001,24.4,16.4
1,a,P. taeda,Ambient,Unfertilized,2001,15.7,16.2
1,a,P. taeda,Ambient,Unfertilized,2001,10.6,13.5
1,a,P. taeda,Ambient,Unfertilized,2001,12.3,15.4
1,a,P. taeda,Ambient,Unfertilized,2001,9.1,10.8
1,a,P. taeda,Ambient,Unfertilized,2001,16.6,15.7
1,a,P. taeda,Ambient,Unfertilized,2001,21.4,16.7
1,a,P. taeda,Ambient,Unfertilized,2001,12.1,15.2
1,a,P. taeda,Ambient,Unfertilized,2001,13.1,14
1,a,P. taeda,Ambient,Unfertilized,2001,16.2,15.7
1,a,P. taeda,Ambient,Unfertilized,2001,6.2,9
1,a,P. taeda,Ambient,Unfertilized,2001,17,15.9
1,a,P. taeda,Ambient,Unfertilized,2001,19.4,17.7
1,a,P. taeda,Ambient,Unfertilized,2001,5.2,8.8
1,a,P. taeda,Ambient,Unfertilized,2001,15.4,15.2
1,a,P. taeda,Ambient,Unfertilized,2001,4.8,5.8
1,a,P. taeda,Ambient,Unfertilized,2001,5.7,5.7
1,a,P. taeda,Ambient,Unfertilized,2001,24.9,16.4
1,a,P. taeda,Ambient,Unfertilized,2001,15.3,14.6
5,b,P. taeda,Ambient,Unfertilized,2001,20.3,18.2
5,b,P. taeda,Ambient,Unfertilized,2001,24,16.9
5,b,P. taeda,Ambient,Unfertilized,2001,26,15.4
5,b,P. taeda,Ambient,Unfertilized,2001,4.4,8.2
5,b,P. taeda,Ambient,Unfertilized,2001,16.6,16.8
5,b,P. taeda,Ambient,Unfertilized,2001,22.6,18.7
5,b,P. taeda,Ambient,Unfertilized,2001,23.1,17.7
5,b,P. taeda,Ambient,Unfertilized,2001,20.1,18.1
5,b,P. taeda,Ambient,Unfertilized,2001,10.9,14.9
5,b,P. taeda,Ambient,Unfertilized,2001,19.1,16.9
5,b,P. taeda,Ambient,Unfertilized,2001,23.6,18.1
5,b,P. taeda,Ambient,Unfertilized,2001,17.5,16.2
5,b,P. taeda,Ambient,Unfertilized,2001,21.3,16.8
5,b,P. taeda,Ambient,Unfertilized,2001,17.4,15.9
5,b,P. taeda,Ambient,Unfertilized,2001,22.5,15.9
5,b,P. taeda,Ambient,Unfertilized,2001,21.8,16.5
5,b,P. taeda,Ambient,Unfertilized,2001,18.9,16.3
6,c,P. taeda,Ambient,Unfertilized,2001,19.1,15.8
6,c,P. taeda,Ambient,Unfertilized,2001,14.6,14.1
6,c,P. taeda,Ambient,Unfertilized,2001,6.9,11.6
6,c,P. taeda,Ambient,Unfertilized,2001,21.3,16.4
6,c,P. taeda,Ambient,Unfertilized,2001,9.2,12.5
6,c,P. taeda,Ambient,Unfertilized,2001,15,14.6
6,c,P. taeda,Ambient,Unfertilized,2001,6.4,11.3
6,c,P. taeda,Ambient,Unfertilized,2001,13.8,17.2
6,c,P. taeda,Ambient,Unfertilized,2001,20.1,15.8
6,c,P. taeda,Ambient,Unfertilized,2001,14.9,15.8
6,c,P. taeda,Ambient,Unfertilized,2001,16.6,14.8
6,c,P. taeda,Ambient,Unfertilized,2001,14.9,15.2
6,c,P. taeda,Ambient,Unfertilized,2001,15.1,16.4
6,c,P. taeda,Ambient,Unfertilized,2001,19.1,16.4
6,c,P. taeda,Ambient,Unfertilized,2001,16.9,14
6,c,P. taeda,Ambient,Unfertilized,2001,12.3,13.4
6,c,P. taeda,Ambient,Unfertilized,2001,8.3,10.8
6,c,P. taeda,Ambient,Unfertilized,2001,20.2,15.4
6,c,P. taeda,Ambient,Unfertilized,2001,11.1,12.7
6,c,P. taeda,Ambient,Unfertilized,2001,21.5,17.4
6,c,P. taeda,Ambient,Unfertilized,2001,14.3,14.3
8,d,P. taeda,Ambient,Fertilized,2001,27.1,16.5
8,d,P. taeda,Ambient,Fertilized,2001,17.8,13.7
8,d,P. taeda,Ambient,Fertilized,2001,15.9,14.4
8,d,P. taeda,Ambient,Fertilized,2001,14.3,14.7
8,d,P. taeda,Ambient,Fertilized,2001,10.5,14
8,d,P. taeda,Ambient,Fertilized,2001,20.8,16.5
8,d,P. taeda,Ambient,Fertilized,2001,20.2,16.3
8,d,P. taeda,Ambient,Fertilized,2001,16.6,13.9
8,d,P. taeda,Ambient,Fertilized,2001,23.4,16.3
8,d,P. taeda,Ambient,Fertilized,2001,22.8,16.5
8,d,P. taeda,Ambient,Fertilized,2001,17.2,17.2
8,d,P. taeda,Ambient,Fertilized,2001,21,17.2
8,d,P. taeda,Ambient,Fertilized,2001,22.3,16.9
8,d,P. taeda,Ambient,Fertilized,2001,14,15.5
8,d,P. taeda,Ambient,Fertilized,2001,22.9,16.3
8,d,P. taeda,Ambient,Fertilized,2001,20.3,15.5
8,d,P. taeda,Ambient,Fertilized,2001,22.2,16.7
8,d,P. taeda,Ambient,Fertilized,2001,21.6,18.1
8,d,P. taeda,Ambient,Fertilized,2001,12.6,10.6
8,d,P. taeda,Ambient,Fertilized,2001,23.8,16.8
1,a,P. taeda,Ambient,Fertilized,2006,24.6,19.5
1,a,P. taeda,Ambient,Fertilized,2006,17.1,14.59
1,a,P. taeda,Ambient,Fertilized,2006,12.9,12.12
1,a,P. taeda,Ambient,Fertilized,2006,29.3,22.65
1,a,P. taeda,Ambient,Fertilized,2006,28.4,20.72
1,a,P. taeda,Ambient,Fertilized,2006,18.2,18.5
1,a,P. taeda,Ambient,Fertilized,2006,10.8,14.93
1,a,P. taeda,Ambient,Fertilized,2006,13.1,17.6
1,a,P. taeda,Ambient,Fertilized,2006,17.2,17.1
1,a,P. taeda,Ambient,Fertilized,2006,14.3,17.5
1,a,P. taeda,Ambient,Fertilized,2006,27.2,21.9
1,a,P. taeda,Ambient,Fertilized,2006,23.4,18.38
1,a,P. taeda,Ambient,Fertilized,2006,14.3,15.78
1,a,P. taeda,Ambient,Fertilized,2006,26.1,20.53
1,a,P. taeda,Ambient,Fertilized,2006,29.1,22.04
1,a,P. taeda,Ambient,Fertilized,2006,14.2,14.7
1,a,P. taeda,Ambient,Fertilized,2006,17.4,19.21
1,a,P. taeda,Ambient,Fertilized,2006,18.8,19.51
1,a,P. taeda,Ambient,Fertilized,2006,22.6,21.35
1,a,P. taeda,Ambient,Fertilized,2006,21.9,20.5
1,a,P. taeda,Ambient,Fertilized,2006,22,21.31
1,a,P. taeda,Ambient,Fertilized,2006,16.8,18.44
1,a,P. taeda,Ambient,Fertilized,2006,17.2,17.3
1,a,P. taeda,Ambient,Fertilized,2006,8.4,10.44
1,a,P. taeda,Ambient,Fertilized,2006,29,22.77
1,a,P. taeda,Ambient,Fertilized,2006,28,22.71
1,a,P. taeda,Ambient,Fertilized,2006,13.5,14.76
1,a,P. taeda,Ambient,Fertilized,2006,27.5,19.43
1,a,P. taeda,Ambient,Fertilized,2006,17.6,18.7
5,b,P. taeda,Ambient,Fertilized,2006,20.8,19.22
5,b,P. taeda,Ambient,Fertilized,2006,13.6,15.5
5,b,P. taeda,Ambient,Fertilized,2006,18.7,20
5,b,P. taeda,Ambient,Fertilized,2006,25.7,18.41
5,b,P. taeda,Ambient,Fertilized,2006,18.4,16.54
5,b,P. taeda,Ambient,Fertilized,2006,27.5,19.18
5,b,P. taeda,Ambient,Fertilized,2006,18.2,19.15
5,b,P. taeda,Ambient,Fertilized,2006,24.3,21.32
5,b,P. taeda,Ambient,Fertilized,2006,26.7,17.07
5,b,P. taeda,Ambient,Fertilized,2006,30.1,22.12
5,b,P. taeda,Ambient,Fertilized,2006,26.3,21
5,b,P. taeda,Ambient,Fertilized,2006,22.6,20.56
5,b,P. taeda,Ambient,Fertilized,2006,10.9,17.23
5,b,P. taeda,Ambient,Fertilized,2006,20.1,18.9
5,b,P. taeda,Ambient,Fertilized,2006,25.5,21.47
5,b,P. taeda,Ambient,Fertilized,2006,27.9,20.54
5,b,P. taeda,Ambient,Fertilized,2006,12.6,18.87
5,b,P. taeda,Ambient,Fertilized,2006,27.4,18.87
5,b,P. taeda,Ambient,Fertilized,2006,19.7,19.37
5,b,P. taeda,Ambient,Fertilized,2006,18,18.11
5,b,P. taeda,Ambient,Fertilized,2006,23.7,19.86
5,b,P. taeda,Ambient,Fertilized,2006,29.2,21.15
5,b,P. taeda,Ambient,Fertilized,2006,17.6,16.2
5,b,P. taeda,Ambient,Fertilized,2006,24.8,20.54
5,b,P. taeda,Ambient,Fertilized,2006,16.4,16.67
5,b,P. taeda,Ambient,Fertilized,2006,23.8,19.46
5,b,P. taeda,Ambient,Fertilized,2006,26.3,19.63
5,b,P. taeda,Ambient,Fertilized,2006,24.1,19.63
5,b,P. taeda,Ambient,Fertilized,2006,20.2,17.83
5,b,P. taeda,Ambient,Fertilized,2006,28,20.97
5,b,P. taeda,Ambient,Fertilized,2006,20.4,18.7
6,c,P. taeda,Ambient,Fertilized,2006,18.3,19.22
6,c,P. taeda,Ambient,Fertilized,2006,20.8,18.17
6,c,P. taeda,Ambient,Fertilized,2006,14.8,15.43
6,c,P. taeda,Ambient,Fertilized,2006,23.4,18.28
6,c,P. taeda,Ambient,Fertilized,2006,16.5,18.82
6,c,P. taeda,Ambient,Fertilized,2006,13.5,18.45
6,c,P. taeda,Ambient,Fertilized,2006,13.2,16.29
6,c,P. taeda,Ambient,Fertilized,2006,22.1,19.2
6,c,P. taeda,Ambient,Fertilized,2006,21.1,18.44
6,c,P. taeda,Ambient,Fertilized,2006,17.6,18.43
6,c,P. taeda,Ambient,Fertilized,2006,19.5,19.85
6,c,P. taeda,Ambient,Fertilized,2006,20.2,16.42
6,c,P. taeda,Ambient,Fertilized,2006,16.5,14.03
6,c,P. taeda,Ambient,Fertilized,2006,24.4,20.6
6,c,P. taeda,Ambient,Fertilized,2006,15.6,15.68
6,c,P. taeda,Ambient,Fertilized,2006,19.2,17.34
6,c,P. taeda,Ambient,Fertilized,2006,14.9,17.45
6,c,P. taeda,Ambient,Fertilized,2006,14.4,14.01
6,c,P. taeda,Ambient,Fertilized,2006,16.5,18.02
6,c,P. taeda,Ambient,Fertilized,2006,21,20.29
6,c,P. taeda,Ambient,Fertilized,2006,22,18.29
6,c,P. taeda,Ambient,Fertilized,2006,15.7,16.28
6,c,P. taeda,Ambient,Fertilized,2006,17.5,17.2
6,c,P. taeda,Ambient,Fertilized,2006,21.3,18.62
6,c,P. taeda,Ambient,Fertilized,2006,14.7,15.16
6,c,P. taeda,Ambient,Fertilized,2006,14.1,12.3
6,c,P. taeda,Ambient,Fertilized,2006,16,19.02
6,c,P. taeda,Ambient,Fertilized,2006,17.1,17.07
6,c,P. taeda,Ambient,Fertilized,2006,14.6,15.9
6,c,P. taeda,Ambient,Fertilized,2006,17.1,18.1
6,c,P. taeda,Ambient,Fertilized,2006,13.1,15.35
6,c,P. taeda,Ambient,Fertilized,2006,20.5,17.31
6,c,P. taeda,Ambient,Fertilized,2006,23.4,18.43
6,c,P. taeda,Ambient,Fertilized,2006,16.7,17.7
6,c,P. taeda,Ambient,Fertilized,2006,19.3,15.45
6,c,P. taeda,Ambient,Fertilized,2006,20.2,17.97
6,c,P. taeda,Ambient,Fertilized,2006,20.5,16.71
6,c,P. taeda,Ambient,Fertilized,2006,18.9,16.63
6,c,P. taeda,Ambient,Fertilized,2006,12.9,15.93
6,c,P. taeda,Ambient,Fertilized,2006,23.1,18.01
6,c,P. taeda,Ambient,Fertilized,2006,22.6,17.13
6,c,P. taeda,Ambient,Fertilized,2006,17.1,14.4
6,c,P. taeda,Ambient,Fertilized,2006,20.2,16.19
6,c,P. taeda,Ambient,Fertilized,2006,12.4,16.17
6,c,P. taeda,Ambient,Fertilized,2006,10.7,13.64
6,c,P. taeda,Ambient,Fertilized,2006,10.1,13.01
6,c,P. taeda,Ambient,Fertilized,2006,11.3,11.83
6,c,P. taeda,Ambient,Fertilized,2006,24.2,19.06
6,c,P. taeda,Ambient,Fertilized,2006,10.2,13.77
6,c,P. taeda,Ambient,Fertilized,2006,18.1,17.35
6,c,P. taeda,Ambient,Fertilized,2006,26.7,18.2
8,d,P. taeda,Ambient,Fertilized,2006,30.1,18.9
8,d,P. taeda,Ambient,Fertilized,2006,17.4,17.7
8,d,P. taeda,Ambient,Fertilized,2006,15.4,17.43
8,d,P. taeda,Ambient,Fertilized,2006,21.4,15.53
8,d,P. taeda,Ambient,Fertilized,2006,22.4,19.3
8,d,P. taeda,Ambient,Fertilized,2006,17.4,14.28
8,d,P. taeda,Ambient,Fertilized,2006,21.6,15.75
8,d,P. taeda,Ambient,Fertilized,2006,22.6,15.01
8,d,P. taeda,Ambient,Fertilized,2006,27.5,19.33
8,d,P. taeda,Ambient,Fertilized,2006,30.5,18.6
8,d,P. taeda,Ambient,Fertilized,2006,26.6,20
8,d,P. taeda,Ambient,Fertilized,2006,24.4,19.1
8,d,P. taeda,Ambient,Fertilized,2006,26.2,19.3
8,d,P. taeda,Ambient,Fertilized,2006,23.9,18.4
8,d,P. taeda,Ambient,Fertilized,2006,19.5,19.16
8,d,P. taeda,Ambient,Fertilized,2006,23.6,18.65
8,d,P. taeda,Ambient,Fertilized,2006,24.1,19.21
8,d,P. taeda,Ambient,Fertilized,2006,16.1,17.4
8,d,P. taeda,Ambient,Fertilized,2006,24.7,17.6
8,d,P. taeda,Ambient,Fertilized,2006,23,19
8,d,P. taeda,Ambient,Fertilized,2006,23.8,16.7
8,d,P. taeda,Ambient,Fertilized,2006,25.4,19.9
8,d,P. taeda,Ambient,Fertilized,2006,27.8,19.2
8,d,P. taeda,Ambient,Fertilized,2006,26.4,19.6
8,d,P. taeda,Ambient,Fertilized,2006,28.3,18.8
8,d,P. taeda,Ambient,Fertilized,2006,22.4,20.24
8,d,P. taeda,Ambient,Fertilized,2006,20.6,18.6
8,d,P. taeda,Ambient,Fertilized,2006,21.9,18.8
8,d,P. taeda,Ambient,Fertilized,2006,16.9,15.72
1,a,P. taeda,Ambient,Fertilized,2010,27.6,22.72
1,a,P. taeda,Ambient,Fertilized,2010,12.9,12.27
1,a,P. taeda,Ambient,Fertilized,2010,32.2,24.34
1,a,P. taeda,Ambient,Fertilized,2010,31.9,23.73
1,a,P. taeda,Ambient,Fertilized,2010,20.5,21.45
1,a,P. taeda,Ambient,Fertilized,2010,10.9,15.07
1,a,P. taeda,Ambient,Fertilized,2010,13.7,19.53
1,a,P. taeda,Ambient,Fertilized,2010,17.6,19.81
1,a,P. taeda,Ambient,Fertilized,2010,15.8,21.36
1,a,P. taeda,Ambient,Fertilized,2010,30.3,24.91
1,a,P. taeda,Ambient,Fertilized,2010,24.4,22.29
1,a,P. taeda,Ambient,Fertilized,2010,14.9,17.22
1,a,P. taeda,Ambient,Fertilized,2010,29.5,24
1,a,P. taeda,Ambient,Fertilized,2010,32.1,25.33
1,a,P. taeda,Ambient,Fertilized,2010,14.5,14.84
1,a,P. taeda,Ambient,Fertilized,2010,18.4,21.3
1,a,P. taeda,Ambient,Fertilized,2010,20.1,21.68
1,a,P. taeda,Ambient,Fertilized,2010,25.4,23.93
1,a,P. taeda,Ambient,Fertilized,2010,24.5,23.87
1,a,P. taeda,Ambient,Fertilized,2010,24.5,24.54
1,a,P. taeda,Ambient,Fertilized,2010,19.1,21.27
1,a,P. taeda,Ambient,Fertilized,2010,17.7,19.34
1,a,P. taeda,Ambient,Fertilized,2010,8.6,12.94
1,a,P. taeda,Ambient,Fertilized,2010,33,25.63
1,a,P. taeda,Ambient,Fertilized,2010,30.7,24.14
1,a,P. taeda,Ambient,Fertilized,2010,13.6,16.58
1,a,P. taeda,Ambient,Fertilized,2010,30.5,23.9
1,a,P. taeda,Ambient,Fertilized,2010,19.5,21
5,b,P. taeda,Ambient,Fertilized,2010,26.1,23.53
5,b,P. taeda,Ambient,Fertilized,2010,29.3,23.88
5,b,P. taeda,Ambient,Fertilized,2010,24.6,24.22
5,b,P. taeda,Ambient,Fertilized,2010,20.6,19.91
5,b,P. taeda,Ambient,Fertilized,2010,27.6,23.89
5,b,P. taeda,Ambient,Fertilized,2010,30.8,23.03
5,b,P. taeda,Ambient,Fertilized,2010,28.7,21.01
5,b,P. taeda,Ambient,Fertilized,2010,20.8,20.69
5,b,P. taeda,Ambient,Fertilized,2010,18.2,19.17
5,b,P. taeda,Ambient,Fertilized,2010,26.2,23.45
5,b,P. taeda,Ambient,Fertilized,2010,32.3,25.38
5,b,P. taeda,Ambient,Fertilized,2010,27.5,22.81
5,b,P. taeda,Ambient,Fertilized,2010,25.4,22.34
5,b,P. taeda,Ambient,Fertilized,2010,28.2,22.82
5,b,P. taeda,Ambient,Fertilized,2010,26.3,22.09
5,b,P. taeda,Ambient,Fertilized,2010,21.2,21.03
5,b,P. taeda,Ambient,Fertilized,2010,30.1,21.95
5,b,P. taeda,Ambient,Fertilized,2010,20.6,20.13
6,c,P. taeda,Ambient,Fertilized,2010,16,16.6
6,c,P. taeda,Ambient,Fertilized,2010,20.1,19.47
6,c,P. taeda,Ambient,Fertilized,2010,15.9,18.96
6,c,P. taeda,Ambient,Fertilized,2010,17.3,19.01
6,c,P. taeda,Ambient,Fertilized,2010,23.4,19.19
6,c,P. taeda,Ambient,Fertilized,2010,16.1,17.42
6,c,P. taeda,Ambient,Fertilized,2010,18.1,18.24
6,c,P. taeda,Ambient,Fertilized,2010,16.9,21.19
6,c,P. taeda,Ambient,Fertilized,2010,18.8,18.35
6,c,P. taeda,Ambient,Fertilized,2010,18.5,20.96
6,c,P. taeda,Ambient,Fertilized,2010,13.4,15.89
6,c,P. taeda,Ambient,Fertilized,2010,21.5,18.63
6,c,P. taeda,Ambient,Fertilized,2010,25.3,19.85
6,c,P. taeda,Ambient,Fertilized,2010,17.5,19.66
6,c,P. taeda,Ambient,Fertilized,2010,19.6,17.48
6,c,P. taeda,Ambient,Fertilized,2010,21.2,19.41
6,c,P. taeda,Ambient,Fertilized,2010,21.3,20.19
6,c,P. taeda,Ambient,Fertilized,2010,20.4,18.65
6,c,P. taeda,Ambient,Fertilized,2010,13.5,17.51
6,c,P. taeda,Ambient,Fertilized,2010,24.8,18.65
6,c,P. taeda,Ambient,Fertilized,2010,24.4,19.6
6,c,P. taeda,Ambient,Fertilized,2010,17.2,14.31
6,c,P. taeda,Ambient,Fertilized,2010,20.8,18.01
6,c,P. taeda,Ambient,Fertilized,2010,13,16.95
6,c,P. taeda,Ambient,Fertilized,2010,10.8,12.83
6,c,P. taeda,Ambient,Fertilized,2010,26.2,21.12
6,c,P. taeda,Ambient,Fertilized,2010,10.3,14.82
6,c,P. taeda,Ambient,Fertilized,2010,19.3,19.22
6,c,P. taeda,Ambient,Fertilized,2010,28.3,20.07
8,d,P. taeda,Ambient,Fertilized,2010,31.5,19.64
8,d,P. taeda,Ambient,Fertilized,2010,18.9,19.65
8,d,P. taeda,Ambient,Fertilized,2010,15.9,18.89
8,d,P. taeda,Ambient,Fertilized,2010,23.4,19.65
8,d,P. taeda,Ambient,Fertilized,2010,23.9,18.51
8,d,P. taeda,Ambient,Fertilized,2010,30.5,20.48
8,d,P. taeda,Ambient,Fertilized,2010,32.6,20.43
8,d,P. taeda,Ambient,Fertilized,2010,28.9,21.25
8,d,P. taeda,Ambient,Fertilized,2010,26.9,19.91
8,d,P. taeda,Ambient,Fertilized,2010,17.2,19.09
8,d,P. taeda,Ambient,Fertilized,2010,25.9,19.09
8,d,P. taeda,Ambient,Fertilized,2010,24.6,21.01
8,d,P. taeda,Ambient,Fertilized,2010,29.7,19.87
2,a,P. taeda,Elevated,Unfertilized,1996,18.8,13.3
2,a,P. taeda,Elevated,Unfertilized,1996,24.8,11.8
2,a,P. taeda,Elevated,Unfertilized,1996,11.1,11.6
2,a,P. taeda,Elevated,Unfertilized,1996,19.5,13.2
2,a,P. taeda,Elevated,Unfertilized,1996,17.9,12.6
2,a,P. taeda,Elevated,Unfertilized,1996,21,13.5
2,a,P. taeda,Elevated,Unfertilized,1996,16.8,11.9
2,a,P. taeda,Elevated,Unfertilized,1996,10.5,10.4
2,a,P. taeda,Elevated,Unfertilized,1996,16.5,12.3
3,b,P. taeda,Elevated,Unfertilized,1996,14.2,12
3,b,P. taeda,Elevated,Unfertilized,1996,17.5,12.8
3,b,P. taeda,Elevated,Unfertilized,1996,15.6,11.8
3,b,P. taeda,Elevated,Unfertilized,1996,15,13
3,b,P. taeda,Elevated,Unfertilized,1996,17.9,11.8
3,b,P. taeda,Elevated,Unfertilized,1996,17,12.5
3,b,P. taeda,Elevated,Unfertilized,1996,9,10.7
3,b,P. taeda,Elevated,Unfertilized,1996,13.1,11.7
3,b,P. taeda,Elevated,Unfertilized,1996,11.3,11.2
3,b,P. taeda,Elevated,Unfertilized,1996,13.1,13
3,b,P. taeda,Elevated,Unfertilized,1996,16,12.4
3,b,P. taeda,Elevated,Unfertilized,1996,9.8,10.8
3,b,P. taeda,Elevated,Unfertilized,1996,21.2,12.7
3,b,P. taeda,Elevated,Unfertilized,1996,21.6,13
4,c,P. taeda,Elevated,Unfertilized,1996,18,13.3
4,c,P. taeda,Elevated,Unfertilized,1996,14.4,11.3
4,c,P. taeda,Elevated,Unfertilized,1996,15.3,12.7
4,c,P. taeda,Elevated,Unfertilized,1996,16.4,12
4,c,P. taeda,Elevated,Unfertilized,1996,9.1,8.9
4,c,P. taeda,Elevated,Unfertilized,1996,18.1,12.7
4,c,P. taeda,Elevated,Unfertilized,1996,12.3,11.2
4,c,P. taeda,Elevated,Unfertilized,1996,16,12.5
4,c,P. taeda,Elevated,Unfertilized,1996,14.8,10.9
4,c,P. taeda,Elevated,Unfertilized,1996,16,11.7
4,c,P. taeda,Elevated,Unfertilized,1996,15.1,11.3
4,c,P. taeda,Elevated,Unfertilized,1996,16.4,12.6
2,a,P. taeda,Elevated,Unfertilized,2001,23.2,19.3
2,a,P. taeda,Elevated,Unfertilized,2001,7.6,10
2,a,P. taeda,Elevated,Unfertilized,2001,30.4,19.2
2,a,P. taeda,Elevated,Unfertilized,2001,12.5,16.6
2,a,P. taeda,Elevated,Unfertilized,2001,23.9,16.9
2,a,P. taeda,Elevated,Unfertilized,2001,23.8,19.2
2,a,P. taeda,Elevated,Unfertilized,2001,15.5,16.1
2,a,P. taeda,Elevated,Unfertilized,2001,21.4,17.7
2,a,P. taeda,Elevated,Unfertilized,2001,13.1,16.3
2,a,P. taeda,Elevated,Unfertilized,2001,22.6,18.7
2,a,P. taeda,Elevated,Unfertilized,2001,22.3,18.6
3,b,P. taeda,Elevated,Unfertilized,2001,16.7,16.5
3,b,P. taeda,Elevated,Unfertilized,2001,28.6,19.5
3,b,P. taeda,Elevated,Unfertilized,2001,21.2,16.8
3,b,P. taeda,Elevated,Unfertilized,2001,17.3,16.3
3,b,P. taeda,Elevated,Unfertilized,2001,17.8,17.8
3,b,P. taeda,Elevated,Unfertilized,2001,20.5,15.5
3,b,P. taeda,Elevated,Unfertilized,2001,19.7,16.5
3,b,P. taeda,Elevated,Unfertilized,2001,9.5,14.2
3,b,P. taeda,Elevated,Unfertilized,2001,16,15.3
3,b,P. taeda,Elevated,Unfertilized,2001,13.8,15.9
3,b,P. taeda,Elevated,Unfertilized,2001,20.6,17.2
3,b,P. taeda,Elevated,Unfertilized,2001,16.1,16.9
3,b,P. taeda,Elevated,Unfertilized,2001,12.6,15
3,b,P. taeda,Elevated,Unfertilized,2001,21,15.4
3,b,P. taeda,Elevated,Unfertilized,2001,17.4,15.7
3,b,P. taeda,Elevated,Unfertilized,2001,20.4,18.4
3,b,P. taeda,Elevated,Unfertilized,2001,19.8,15.2
3,b,P. taeda,Elevated,Unfertilized,2001,19.3,16.7
3,b,P. taeda,Elevated,Unfertilized,2001,19.3,16.8
3,b,P. taeda,Elevated,Unfertilized,2001,10.8,16.3
3,b,P. taeda,Elevated,Unfertilized,2001,26,17.1
3,b,P. taeda,Elevated,Unfertilized,2001,26.1,16.7
4,c,P. taeda,Elevated,Unfertilized,2001,19.2,16
4,c,P. taeda,Elevated,Unfertilized,2001,15.8,14.9
4,c,P. taeda,Elevated,Unfertilized,2001,23.4,17.7
4,c,P. taeda,Elevated,Unfertilized,2001,22.9,17.2
4,c,P. taeda,Elevated,Unfertilized,2001,16.3,14.9
4,c,P. taeda,Elevated,Unfertilized,2001,18.1,16.2
4,c,P. taeda,Elevated,Unfertilized,2001,19,17.1
4,c,P. taeda,Elevated,Unfertilized,2001,20,16.8
4,c,P. taeda,Elevated,Unfertilized,2001,18.4,15.4
4,c,P. taeda,Elevated,Unfertilized,2001,20.4,15.6
4,c,P. taeda,Elevated,Unfertilized,2001,9.2,7.8
4,c,P. taeda,Elevated,Unfertilized,2001,22.3,16.3
4,c,P. taeda,Elevated,Unfertilized,2001,14.5,15.6
4,c,P. taeda,Elevated,Unfertilized,2001,19.9,17.2
4,c,P. taeda,Elevated,Unfertilized,2001,18.8,15.7
4,c,P. taeda,Elevated,Unfertilized,2001,19.4,17.1
4,c,P. taeda,Elevated,Unfertilized,2001,18.3,17.7
4,c,P. taeda,Elevated,Unfertilized,2001,20.6,17.2
7,d,P. taeda,Elevated,Fertilized,2001,21.7,15.7
7,d,P. taeda,Elevated,Fertilized,2001,21.2,15.9
7,d,P. taeda,Elevated,Fertilized,2001,25.2,18.3
7,d,P. taeda,Elevated,Fertilized,2001,20.1,17.3
7,d,P. taeda,Elevated,Fertilized,2001,18.8,16.7
7,d,P. taeda,Elevated,Fertilized,2001,24,15.9
7,d,P. taeda,Elevated,Fertilized,2001,10.6,14.8
7,d,P. taeda,Elevated,Fertilized,2001,18.7,17.2
7,d,P. taeda,Elevated,Fertilized,2001,15.5,15.3
7,d,P. taeda,Elevated,Fertilized,2001,20.9,16.8
7,d,P. taeda,Elevated,Fertilized,2001,18.2,16.1
7,d,P. taeda,Elevated,Fertilized,2001,17.2,16.7
7,d,P. taeda,Elevated,Fertilized,2001,16.5,14.2
7,d,P. taeda,Elevated,Fertilized,2001,19.6,17.4
7,d,P. taeda,Elevated,Fertilized,2001,24.3,17.4
7,d,P. taeda,Elevated,Fertilized,2001,27.4,18
7,d,P. taeda,Elevated,Fertilized,2001,24.3,17.2
7,d,P. taeda,Elevated,Fertilized,2001,16.8,13.7
7,d,P. taeda,Elevated,Fertilized,2001,13,14.5
7,d,P. taeda,Elevated,Fertilized,2001,9.5,13.1
7,d,P. taeda,Elevated,Fertilized,2001,18.1,15.4
7,d,P. taeda,Elevated,Fertilized,2001,10.9,13.6
7,d,P. taeda,Elevated,Fertilized,2001,18.9,15.7
7,d,P. taeda,Elevated,Fertilized,2001,20.9,15.3
7,d,P. taeda,Elevated,Fertilized,2001,19.1,15.7
7,d,P. taeda,Elevated,Fertilized,2001,27.8,17.2
7,d,P. taeda,Elevated,Fertilized,2001,23.5,16.7
7,d,P. taeda,Elevated,Fertilized,2001,25.5,17
